Id,PID,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice,Street_isPaved,Lotshape_isRegular,isSlopeNormal,is_remodeled,is_roofGable,hasgood_Exterior,is_fullfurnished,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_paveddriveway,has_pool,has_Porch,isNeigh_collgcr_oldtown,is_densityHigh,log_SalePrice,Foundation_PConc,Sale Type_New Home,proximity_to_veryClose,House_style_1_story,House_style_Splitlevel,house_age_Contemporary,house_age_Medieval,house_age_Stone-age
2689,903430090,59,5310,6,8,3,1,485,4,2,0,1,117000,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,11.669929213779893,0,0,1,0,0,0,0,1
2753,906380170,64,7406,7,5,4,3,1199,5,2,0,2,194000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.175613438045465,1,1,0,1,0,1,0,0
1169,533215030,68,4538,9,5,5,3,1310,5,1,1,2,285000,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.560244459250788,1,0,0,1,0,1,0,0
1376,904351280,62,10106,5,7,3,1,644,4,4,0,0,127500,1,1,1,0,1,1,0,1,3,0,1,1,0,0,1,1,11.755871643580617,0,0,0,0,0,0,0,1
2503,533128030,68,13346,7,5,4,1,1095,5,4,1,2,268000,1,0,1,1,1,1,0,1,3,1,0,1,0,1,0,0,12.498742259492994,1,0,0,0,0,0,1,0
1987,902206270,57,9639,4,8,3,1,1075,5,4,0,2,137000,1,1,1,0,1,1,0,1,2,1,0,0,0,1,1,1,11.827736204810263,1,0,1,0,0,0,0,1
1190,534129060,68,15387,7,7,3,1,1620,5,4,1,2,215000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,0,12.2783933071098,0,0,0,1,0,0,0,0
1930,535300040,75,10050,5,5,3,1,1216,3,3,0,1,129500,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.771436160121729,0,0,0,1,0,0,0,0
2677,903231190,68,6240,5,4,4,1,896,4,3,0,1,115000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,11.652687407345388,0,0,0,0,0,0,0,1
1256,535375160,45,7506,5,8,3,1,747,3,3,0,1,114000,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,11.643953727376633,1,0,0,0,0,0,0,1
2484,531478010,68,8900,4,4,3,1,1056,3,2,0,1,107000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.580584113444043,0,0,0,1,0,0,0,0
1253,535352080,80,8480,5,5,3,1,832,3,2,0,1,118500,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,11.682668239557323,0,0,0,0,0,0,0,1
1337,903227080,50,6000,6,7,3,1,862,3,3,1,1,120000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,11.695247021764184,0,0,0,0,0,0,0,1
1788,528439040,74,8847,8,5,4,3,1538,5,3,0,2,260000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.468436909997665,1,0,0,1,0,1,0,0
141,535152130,68,8050,5,5,3,1,1143,3,3,0,1,136000,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.820410164718188,0,0,0,1,0,0,0,0
1669,527404140,70,8294,4,5,3,1,858,3,3,0,4,123000,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.719939634354555,0,0,0,1,0,0,0,0
1366,903458110,68,7920,6,7,3,1,319,3,3,0,0,89500,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,11.401993904262946,0,0,1,0,0,0,0,1
52,528218150,100,18494,6,5,4,1,1324,5,3,0,2,199500,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.203569515312056,1,0,0,1,0,1,0,0
1380,905104080,68,7162,5,7,3,1,876,3,3,0,1,109900,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.607326140391713,1,0,0,1,0,0,0,0
919,909257050,53,10918,7,9,4,1,1276,5,3,2,1,234000,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,12.363076394339839,0,0,0,0,0,0,0,1
2804,907290230,37,4435,6,5,4,2,848,5,1,1,2,155900,1,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,11.956970055045868,1,0,0,1,0,1,0,0
782,905229040,68,11250,4,5,3,3,1104,5,5,2,1,161500,1,1,1,0,1,1,0,1,2,0,0,1,0,0,0,0,11.992260421644849,0,0,0,0,0,0,0,0
956,916176030,68,14375,6,6,3,1,819,4,3,1,2,137500,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11.831379196088763,0,0,0,0,1,0,0,0
187,902401060,100,9045,5,3,3,2,840,2,4,0,0,76500,1,1,1,0,1,0,0,0,2,0,1,0,0,1,1,1,11.245046019814627,0,0,0,0,0,0,0,1
2074,905352180,97,10029,6,5,4,1,1151,3,4,1,2,211000,1,0,1,0,1,1,0,1,2,2,0,1,0,1,0,0,12.259613412458204,1,0,0,0,0,0,1,0
1039,527427110,34,4060,6,5,4,1,1405,5,2,0,2,181000,1,1,1,0,1,1,0,1,3,0,0,1,0,1,0,1,12.106252310247962,1,0,0,1,0,0,1,0
1210,534401130,82,9020,6,7,3,4,1127,3,3,0,2,174900,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.071969661006694,0,0,0,0,1,0,0,0
2710,905103140,96,11777,5,6,3,3,1164,5,3,2,2,164500,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,12.010665849187564,0,0,0,0,1,0,0,0
44,528138060,70,10171,7,5,4,1,1517,5,3,0,2,214000,1,0,1,1,1,1,0,1,2,0,0,1,0,0,0,1,12.273731294003989,1,0,0,1,0,1,0,0
1026,527354160,80,10400,7,6,4,2,738,3,3,1,2,185000,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.128111104060462,0,0,0,0,0,0,1,0
1343,903231080,52,6240,4,7,3,1,704,5,2,0,1,123000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,11.719939634354555,1,0,0,0,0,0,0,1
2248,914452090,68,12150,6,6,4,3,1001,3,2,1,2,183500,1,0,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.119969946476761,0,0,0,0,1,0,0,0
1849,533236040,24,2645,8,5,4,1,776,5,2,0,2,174000,1,1,1,1,1,1,0,1,2,1,0,1,0,0,0,1,12.066810578196666,1,0,0,0,0,0,1,0
2641,902106040,60,9600,7,7,3,1,728,5,3,1,2,178000,1,1,1,0,1,1,0,1,1,2,0,1,0,1,1,1,12.089538829274222,0,0,0,0,0,0,0,1
5,527105010,74,13830,5,5,4,1,928,4,3,1,2,189900,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,1,12.154252896800378,1,0,0,0,0,0,1,0
878,907290180,68,4435,6,5,4,3,848,5,1,0,2,144000,1,1,1,1,1,1,0,1,2,0,0,1,0,0,1,1,11.877568578558138,1,0,0,1,0,1,0,0
1548,910202100,68,5890,6,8,3,3,816,5,2,0,1,120500,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,11.699405031912846,0,0,0,1,0,0,0,1
841,907135040,112,10859,5,5,4,1,1097,5,3,0,2,145000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,11.884489021402711,1,0,0,1,0,0,1,0
1621,527126030,41,5330,8,5,4,3,1494,5,2,0,2,251000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,0,12.43320821811392,1,0,0,1,0,1,0,0
218,905101310,72,10778,4,5,3,1,1768,3,4,0,0,136500,1,1,1,0,0,1,0,0,2,0,1,1,0,0,0,1,11.824079893607152,0,0,0,1,0,0,0,0
1504,908204160,74,6845,4,5,0,0,0,3,2,0,0,82500,1,1,1,0,1,1,1,0,2,0,1,0,0,0,1,1,11.320553572322773,0,0,0,1,0,0,0,0
946,912251110,109,21780,2,4,0,0,0,3,1,0,1,57625,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,10.96171178029895,0,0,0,1,0,0,0,1
455,528175050,80,10307,7,5,4,1,1350,5,2,1,2,212500,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.266697267346608,1,0,0,1,0,1,0,0
2906,923203090,32,4500,6,5,5,1,1216,5,2,0,2,164000,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0,0,12.007621706806335,1,0,0,1,0,0,1,0
2878,910226060,75,9060,6,5,3,1,967,4,4,0,1,139000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.842229212112828,0,0,0,0,0,0,0,0
1173,533217050,24,2160,7,5,4,1,600,5,2,0,2,160000,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,1,11.982929094215963,1,0,0,0,0,0,1,0
985,923276260,70,7669,5,6,4,3,828,3,2,1,2,149000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.911701584927597,1,0,0,0,1,0,1,0
975,923225490,62,9858,5,6,3,1,864,3,3,0,1,130000,1,1,1,0,1,1,0,1,2,0,0,1,0,0,0,0,11.77528972943772,0,0,0,1,0,0,0,0
202,903425110,50,10300,7,6,3,1,576,4,3,0,2,140000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,1,1,11.84939770159144,0,0,1,0,0,0,0,1
528,528480170,65,8125,8,5,4,1,1836,5,3,1,2,264500,1,1,1,1,0,1,0,1,2,0,0,1,0,1,0,1,12.48559653028049,1,1,0,1,0,1,0,0
2579,535179050,69,14850,5,5,3,1,1092,3,2,1,1,141000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.856515169360305,0,0,0,1,0,0,0,0
1841,533208040,35,4274,7,5,4,1,1241,5,1,0,2,199900,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.205572520488492,1,1,0,1,0,1,0,0
591,534152120,80,9650,6,5,4,1,1350,3,2,1,2,167900,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.031123843065632,0,0,0,1,0,0,0,0
1897,534425080,68,14585,6,6,3,1,1144,5,3,2,2,181900,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,12.111212364506214,0,0,0,1,0,0,0,0
70,528458110,75,9000,8,5,4,3,1566,5,3,0,2,262500,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.478006361013815,1,0,0,1,0,1,0,0
590,534151120,68,13774,7,7,4,1,908,5,4,2,2,230000,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,12.345834587905333,1,0,0,0,0,0,0,0
1172,533215080,50,5119,9,5,5,3,1698,5,2,1,2,328900,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.703509032177148,1,0,0,1,0,0,1,0
1714,528172070,71,9254,8,5,4,1,1721,5,3,0,2,232698,1,0,1,1,1,1,0,1,3,0,0,1,0,1,0,1,12.35749675449625,1,0,0,1,0,1,0,0
829,906380220,95,10324,8,5,4,3,1254,5,2,0,3,221800,1,0,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.309531353898404,1,0,0,1,0,1,0,0
1397,905227050,63,8375,5,7,3,1,576,4,2,0,3,152400,1,1,1,0,1,1,0,1,2,1,0,0,0,0,0,1,11.934263922234683,0,0,0,0,0,0,0,1
877,907290090,75,9750,7,5,4,1,1630,5,3,1,2,213000,1,1,1,1,1,1,0,1,2,0,0,1,0,1,1,1,12.269047444691562,1,0,0,1,0,1,0,0
2477,531376050,74,7632,7,5,4,1,784,5,3,0,2,184900,1,0,1,1,1,1,0,1,2,1,0,1,0,1,0,0,12.127570417375216,1,0,0,0,0,1,0,0
2871,909428110,90,15750,5,5,3,2,1165,3,2,2,1,157000,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,0,11.964001084330445,0,0,0,1,0,0,0,0
2489,532353030,68,9240,5,6,3,1,864,4,2,1,2,144000,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,11.877568578558138,0,0,0,1,0,0,0,0
1655,527354050,80,10400,6,5,4,1,1259,5,2,1,2,192350,1,1,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.167071908180441,0,0,0,1,0,0,0,0
1891,534401120,80,8800,7,6,3,1,1174,5,3,1,2,163500,1,1,1,0,0,1,0,1,2,1,0,1,0,0,0,1,12.004568269319446,0,0,0,1,0,0,0,0
1419,906204150,86,11839,7,5,4,1,1475,5,4,1,2,262280,1,1,1,0,0,1,0,1,3,1,0,1,0,1,0,0,12.477167914377556,1,0,0,0,0,0,1,0
1473,907405020,70,9135,7,5,4,3,1536,5,3,0,2,214000,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.273731294003989,1,0,0,1,0,1,0,0
2868,909425120,90,14115,6,7,3,1,1073,5,2,1,2,230000,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,12.345834587905333,1,0,0,1,0,0,0,0
1695,528108160,109,14154,7,5,5,1,1063,5,3,1,3,280000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.542544882151386,1,1,0,0,0,1,0,0
2244,911128010,65,6565,4,6,3,1,1073,4,3,0,2,140000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.84939770159144,0,0,0,1,0,0,0,0
169,535477020,70,7700,6,5,3,1,756,3,4,1,2,155000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11.951180395901384,0,0,0,0,0,0,0,0
2670,902456015,63,4761,3,3,3,1,1020,2,2,0,0,64500,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,11.074420502783864,0,0,0,0,0,0,0,1
247,906204230,87,12361,6,7,4,1,946,5,3,1,4,218000,1,0,1,0,1,1,0,1,2,2,0,1,0,1,0,0,12.292250341771226,1,0,0,0,0,0,1,0
2137,907200250,72,9720,5,7,3,3,995,3,3,1,2,160000,1,1,1,0,1,1,0,1,2,0,0,1,0,0,1,1,11.982929094215963,0,0,0,0,1,0,0,0
1794,528456190,72,8640,8,5,4,1,1338,5,3,0,2,208900,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.249610947544657,1,1,0,1,0,1,0,0
1164,533212140,30,3180,7,5,4,1,689,5,2,0,2,146000,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,11.891361900690473,1,0,0,0,0,1,0,0
1179,533250050,38,14963,8,5,4,1,1260,5,1,2,2,245500,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.411052226216713,1,0,0,1,0,0,1,0
1340,903228090,50,5000,6,7,3,1,992,5,3,0,1,113000,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,11.635143097694478,0,0,0,0,0,0,0,1
1636,527210060,86,14157,9,5,5,4,1922,5,3,1,3,377426,1,0,1,1,0,1,0,1,3,0,0,1,0,1,0,0,12.841129801965447,1,0,0,1,0,1,0,0
421,528102040,96,12456,10,5,5,4,1700,5,3,1,3,337500,1,1,1,1,0,1,0,1,3,0,0,1,0,1,0,1,12.729320789294722,1,0,0,1,0,1,0,0
457,528176030,100,14836,10,5,5,4,2492,5,2,1,3,552000,1,0,0,1,0,1,0,1,3,1,0,1,0,1,0,1,13.221303325259232,1,0,0,1,0,1,0,0
2834,908225180,56,6956,4,7,2,2,624,5,3,0,1,97900,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,11.491701828518602,0,0,0,0,0,0,0,1
517,528456240,75,7862,6,5,4,1,1218,5,2,0,2,208300,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.246734627249063,1,1,0,1,0,1,0,0
1566,914467050,68,11050,7,5,4,2,910,5,3,1,3,213000,1,1,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.269047444691562,1,0,0,0,0,0,1,0
1439,907187030,57,8924,7,5,4,3,880,5,3,0,2,188000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,1,1,12.144197241812087,1,0,0,0,0,0,1,0
2577,535177100,68,9610,6,6,3,1,1121,5,3,1,2,162000,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,11.99535161421452,0,0,1,1,0,0,0,0
2241,910205130,75,13710,5,5,3,1,910,3,4,0,1,152000,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,11.931635799828413,0,0,0,0,0,0,0,0
71,528477080,100,12552,7,5,4,1,991,5,3,1,2,254900,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.448626590364206,1,0,0,0,0,1,0,0
1143,531384030,43,14565,7,5,4,3,832,5,3,0,2,189000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,12.14950229404178,1,0,0,0,0,0,1,0
1021,527302185,56,18559,7,5,4,1,2048,3,3,2,2,235000,1,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,12.367340793126296,0,0,0,1,0,0,0,0
1416,905479110,68,10880,5,5,3,1,1164,3,3,0,1,125000,1,1,1,0,1,1,0,0,2,0,0,1,0,1,1,1,11.736069016284437,0,0,0,1,0,0,0,0
35,527453150,24,2280,7,6,4,1,836,5,2,0,1,120000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,11.695247021764184,0,0,0,1,0,0,0,0
2174,908127100,81,11841,6,5,4,3,816,3,3,0,0,118500,0,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1,11.682668239557323,0,0,0,0,1,0,1,0
522,528458160,85,9187,9,5,5,2,1766,5,2,1,3,370878,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,1,12.823628446539173,1,1,0,1,0,1,0,0
2211,909275030,82,6270,5,6,3,1,1001,3,4,0,3,145000,1,1,1,0,1,1,0,0,2,0,1,1,0,0,0,0,11.884489021402711,0,0,0,0,0,0,0,1
1539,909425010,68,15660,7,9,3,1,798,5,3,2,2,311500,1,0,1,1,1,1,0,1,1,2,0,1,0,1,0,0,12.649154617209645,0,0,0,0,0,0,0,1
2420,528228280,43,3087,7,5,4,3,1220,5,2,1,2,210250,1,1,1,1,1,1,0,1,3,0,0,1,0,1,0,0,12.256052577835195,1,1,0,1,0,1,0,0
2779,907192010,95,13450,7,5,4,1,916,5,3,0,2,200000,1,0,1,1,1,1,0,1,3,1,0,1,0,1,1,1,12.206072645530174,1,0,0,0,0,1,0,0
953,914476020,75,10125,5,5,0,0,0,3,4,0,2,126000,1,1,1,0,1,1,1,1,2,0,1,1,0,0,0,0,11.744037185933616,0,0,0,0,0,0,0,0
658,535377150,80,8146,4,8,2,1,405,4,2,0,1,114000,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,11.643953727376633,0,0,0,0,0,0,0,1
714,902301060,60,9600,4,4,2,1,677,3,3,0,2,87500,1,1,1,0,1,1,0,1,2,0,0,0,0,1,1,1,11.379394072345706,0,0,0,0,0,0,0,1
1637,527212060,98,12328,8,5,5,2,1149,5,4,1,3,349265,1,0,1,1,0,1,0,1,4,1,0,1,0,1,0,0,12.763586225373727,1,0,0,0,0,1,0,0
538,531369020,76,10141,8,5,4,4,1512,5,3,0,3,203000,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,0,12.220961258023925,1,0,0,1,0,1,0,0
546,531385020,65,8529,7,5,4,1,1454,5,3,1,2,189000,1,0,1,1,1,1,0,1,2,0,0,1,0,1,0,0,12.14950229404178,1,0,0,1,0,1,0,0
533,528490070,65,8127,7,5,4,1,812,5,3,0,2,209000,1,0,1,1,1,1,0,1,3,1,0,1,0,1,0,1,12.250089530946948,1,0,0,0,0,1,0,0
718,902327070,70,8400,6,7,2,2,917,4,3,0,1,160000,1,1,1,0,1,1,0,1,2,0,0,1,0,1,1,1,11.982929094215963,0,0,1,0,0,0,0,1
1830,532479050,44,10751,5,5,2,4,1037,3,2,0,2,129000,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,11.76756768334381,0,0,1,1,0,0,0,0
2929,924100070,77,10010,5,5,4,3,1389,4,2,1,2,170000,1,1,0,0,1,1,0,1,2,0,0,1,0,1,0,0,12.043553716032399,0,0,0,1,0,0,0,0
2207,909254140,40,4280,5,6,3,1,440,3,2,1,1,90350,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,11.411446296020374,1,0,0,1,0,0,0,1
1417,905480150,60,9600,6,5,3,1,572,2,2,0,0,79000,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,11.27720313144916,0,0,1,0,0,0,0,1
2787,907203040,70,9800,5,7,3,1,894,3,3,0,2,149900,1,1,1,0,1,1,0,1,2,0,0,1,0,0,1,1,11.917723684090689,1,0,0,1,0,0,0,0
1037,527403360,63,7560,5,5,4,1,864,3,3,0,2,123000,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.719939634354555,0,0,0,1,0,0,0,0
2659,902305090,60,9600,4,2,3,1,1095,2,4,0,3,87000,1,1,1,0,1,1,0,0,3,0,1,0,0,1,1,1,11.37366339763672,0,0,0,0,0,0,0,1
1567,914475020,76,9880,6,6,3,3,1096,3,3,1,1,171000,1,1,1,0,1,1,0,1,2,0,0,1,1,0,0,0,12.049418835484797,0,0,0,0,1,0,0,0
1225,534477080,80,9600,6,5,3,1,1032,3,3,0,1,119000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,11.686878772093667,0,0,0,0,0,0,0,0
685,535453200,70,7931,5,5,3,1,1148,3,3,0,1,132500,1,1,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.794337924408413,0,0,0,1,0,0,0,0
1358,903427090,68,5100,8,7,3,1,588,2,3,1,1,161000,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,11.9891596439666,1,0,0,0,0,0,0,1
1461,907255030,68,9720,9,5,4,2,1357,5,3,1,3,274000,1,0,1,1,1,1,0,1,3,1,0,1,0,1,1,1,12.520883385370206,1,0,0,0,0,1,0,0
221,905104210,70,8521,5,5,3,1,912,3,3,1,1,125000,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,11.736069016284437,0,0,1,1,0,0,0,0
2187,908225310,52,8741,5,6,3,1,1195,3,4,0,0,98500,1,1,1,0,1,1,0,0,2,0,1,0,0,0,1,1,11.49781182716018,0,0,0,1,0,0,0,1
2504,533128090,89,12461,8,5,4,1,1624,5,2,1,3,262000,1,1,1,0,1,1,0,1,3,0,0,1,0,1,0,0,12.476099782743233,1,0,0,1,0,0,1,0
855,907201280,76,6950,5,7,3,1,914,3,2,0,2,134900,1,0,1,0,1,1,0,1,2,0,0,1,0,0,1,1,11.812289042195847,0,0,0,1,0,0,0,0
2258,916326040,115,16905,5,6,3,4,1350,4,2,2,1,170000,1,1,1,0,1,1,0,1,1,2,0,0,0,1,0,0,12.043553716032399,0,0,0,1,0,0,0,0
2205,909254100,53,7155,6,8,3,1,686,3,3,1,1,135000,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,11.813030057420567,0,0,0,0,0,0,0,1
1158,533125080,68,9205,6,5,4,1,930,5,4,2,2,290000,1,0,1,0,0,1,0,1,3,1,0,1,0,1,0,0,12.577636201962656,1,0,0,0,0,0,1,0
1741,528222090,64,7697,7,6,4,1,1246,5,3,0,2,173500,1,1,1,1,1,1,0,1,2,0,0,1,0,0,0,1,12.063932878369052,1,1,0,1,0,1,0,0
2735,905426100,78,7800,5,8,3,1,896,5,3,0,1,225000,1,1,0,1,1,1,0,1,4,0,0,1,0,0,1,1,12.323855681186558,0,0,0,0,0,0,0,1
1888,534278150,68,14357,5,5,3,1,864,3,2,1,2,140500,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,11.852962767755937,0,0,0,1,0,0,0,0
2121,907125120,65,8775,5,5,4,1,990,4,3,0,1,126000,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,11.744037185933616,1,0,0,1,0,0,1,0
1176,533236060,24,2645,8,5,4,1,960,5,3,0,2,170000,1,1,1,0,1,1,0,1,3,1,0,1,0,0,0,1,12.043553716032399,1,0,0,0,0,0,1,0
2773,907135230,43,13568,5,5,4,1,990,5,3,0,2,156000,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,11.957611286231675,1,0,0,1,0,0,1,0
2619,535426195,47,16321,5,6,3,4,1484,3,2,2,1,207500,1,0,1,0,1,1,0,1,2,0,0,1,0,1,0,1,12.24288661865289,0,0,0,1,0,0,0,0
1796,528458080,72,8640,8,5,4,3,896,5,3,0,2,255000,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,12.449018824140563,1,1,0,0,0,1,0,0
1598,923225370,21,1596,4,6,4,4,462,3,1,1,1,94900,1,1,1,0,1,1,0,1,2,0,0,1,0,1,0,0,11.460578984598019,0,0,0,0,1,0,0,0
1965,535453150,70,7315,5,6,3,1,1170,3,3,1,1,140000,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,11.84939770159144,0,0,0,1,0,0,0,0
2651,902134060,42,7614,3,5,3,2,738,4,2,0,1,96900,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,11.481434797878858,0,0,0,0,0,0,0,1
609,534402140,68,11000,5,6,3,2,1154,5,3,1,2,154000,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11.944707881395766,0,0,0,1,0,0,0,0
1990,902300020,68,10337,8,9,3,1,725,5,3,0,2,184900,1,0,1,0,0,1,0,0,2,1,0,1,0,0,1,1,12.127570417375216,0,0,0,0,0,0,0,1
1053,528104050,114,14803,10,5,5,3,2078,5,2,1,3,385000,1,1,1,1,0,1,0,1,3,0,0,1,0,1,0,1,12.86099861326992,1,1,0,1,0,1,0,0
2877,910207110,50,8765,4,6,3,1,951,5,2,0,1,106500,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,11.575900264131617,0,0,0,1,0,0,0,1
497,528327070,106,12720,8,5,4,2,1455,5,4,2,3,327000,1,1,1,1,1,1,0,1,3,1,0,1,0,1,0,0,12.697715449879391,1,0,0,0,0,1,0,0
514,528441090,85,11128,9,5,5,4,2458,5,2,2,3,468000,1,1,1,1,0,1,0,1,3,0,0,1,0,1,0,1,13.056223574899784,1,0,0,1,0,1,0,0
759,903481120,60,5160,6,6,3,1,1204,3,3,0,1,135000,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,11.813030057420567,0,0,0,0,0,0,0,1
2474,531375070,63,13072,6,5,4,1,1141,5,3,0,2,142500,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,11.867097278690842,1,0,1,1,0,1,0,0
1193,534201240,73,8814,5,6,3,1,732,5,4,0,2,141000,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,11.856515169360305,0,0,1,0,0,0,0,0
1415,905477050,70,7000,5,7,4,4,1117,3,3,0,0,107500,1,1,1,0,1,1,0,1,2,0,0,0,0,1,1,1,11.585246126549855,0,0,0,0,0,0,0,1
2048,904302010,59,4484,5,6,3,1,672,3,2,0,1,108500,1,0,1,0,1,1,0,0,2,0,0,1,0,1,0,0,11.594505451962652,0,0,0,0,0,0,0,1
2483,531452210,68,9019,6,5,4,1,636,5,3,0,2,150000,1,0,1,0,1,1,0,1,2,1,0,1,0,1,0,0,11.918390573078392,1,0,1,0,0,0,1,0
2883,911225110,60,8520,3,5,2,1,216,2,2,0,0,78000,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,11.26446410567173,1,0,0,0,0,0,0,1
1111,528427010,92,11932,8,5,4,1,1580,5,3,0,3,235128,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,1,12.367885325692589,1,0,1,1,0,1,0,0
1450,907202240,40,14330,5,6,3,1,864,3,2,0,2,163000,1,0,1,1,1,1,0,1,3,0,0,1,0,1,1,1,12.0015054797889,0,0,0,1,0,0,0,0
274,908102060,67,8777,3,6,0,0,0,3,2,0,1,84900,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,11.349229372299439,0,0,1,1,0,0,0,1
