Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,Garage Qual,Garage Cond,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_isPaved,Lotshape_isRegular,isLandLevel,isLotInside,isLotCorner,isLotCulDSac,isSlopeNormal,proximity_to,Density,House_style,Bldg_type,isgood_overall,house_age,is_remodeled,is_roofGable,has_masonryveneer,hasgood_Exterior,hasgood_Basement,hasBasement,is_fullfurnished,has_gasFurnace,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_goodkitchen,is_fullyfunctional,has_fireplace,has_detachedGarage,has_Garage,has_goodGarage,has_paveddriveway,has_pool,has_woodDeck,has_Porch,has_miscFeatures,has_goodFence,isNeigh_collgcr_oldtown,is_densityHigh,log_SalePrice
2487,532351090,90,RM,70,9100,Sawyer,5,5,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,1,1728,3,6,0,2,3,3,11,2006,Contract,125000,1,1,1,1,0,0,1,veryClose,MedHigh,1_story,Duplex,0,Colonial,0,1,1,1,0,0,0,1,1,3,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,11.736069016284437
1304,902205090,20,RM,50,6000,OldTown,5,6,Hip,BrkFace,BrkFace,3,3,CBlock,3,3,1,4,1,928,4,3,0,1,3,3,6,2008,WarrantyDeed,112500,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,11.630708500626612
2112,906394020,60,RL,78,9316,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,4,1,1,879,5,3,0,2,3,3,10,2007,WarrantyDeed,191000,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.160028707028767
1244,535180100,20,RL,75,9464,NAmes,6,7,Hip,MetalSd,MetalSd,3,4,CBlock,3,3,1,3,1,1080,4,3,0,1,3,3,6,2008,WarrantyDeed,136000,1,1,1,0,1,0,1,close,High,1_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,11.820410164718188
843,907175100,60,RL,80,10400,CollgCr,7,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,3,1,1,866,5,3,0,2,3,3,3,2009,WarrantyDeed,197900,1,1,1,0,1,0,1,close,High,2&2.5_story,Single,0,Medieval,0,1,0,1,1,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.195517131590657
2689,903430090,50,RM,59,5310,OldTown,6,8,Hip,VinylSd,VinylSd,3,4,CBlock,3,2,1,1,1,485,4,2,0,1,2,3,6,2006,WarrantyDeed,117000,1,1,1,0,1,0,1,veryClose,High,1.5_story,Single,1,Stone-age,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,11.669929213779893
2753,906380170,20,RL,64,7406,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1199,5,2,0,2,3,3,7,2006,New Home,194000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.175613438045465
1169,533215030,120,FV,68,4538,Somerst,9,5,Gable,VinylSd,VinylSd,4,3,PConc,5,3,3,5,1,1310,5,1,1,2,3,3,7,2008,WarrantyDeed,285000,1,0,1,1,0,0,1,close,MedHigh,1_story,TownHouse,1,Contemporary,1,1,1,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.560244459250788
1376,904351280,190,RL,62,10106,Edwards,5,7,Gable,Wd Sdng,Wd Sdng,3,4,BrkTil,3,3,1,4,4,644,4,4,0,0,0,0,9,2008,WarrantyDeed,127500,1,1,1,1,0,0,1,close,MedHigh,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,11.755871643580617
2503,533128030,60,RL,68,13346,NoRidge,7,5,Gable,HdBoard,HdBoard,4,3,PConc,4,3,1,5,1,1095,5,4,1,2,3,3,7,2006,WarrantyDeed,268000,1,0,1,0,0,1,1,close,Low,2&2.5_story,Single,0,Medieval,1,1,0,1,0,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,12.498742259492994
1987,902206270,70,RM,57,9639,OldTown,4,8,Gable,MetalSd,MetalSd,3,3,PConc,3,3,1,1,1,1075,5,4,0,2,3,3,5,2007,WarrantyDeed,137000,1,1,1,1,0,0,1,veryClose,High,2&2.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,11.827736204810263
1190,534129060,20,RL,68,15387,NWAmes,7,7,Gable,Plywood,Plywood,3,3,CBlock,3,3,1,4,3,1620,5,4,1,2,3,3,8,2008,WarrantyDeed,215000,1,0,1,0,0,1,1,close,MedLow,1_story,Single,1,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,12.2783933071098
1930,535300040,20,RL,75,10050,NAmes,5,5,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,1216,3,3,0,1,3,3,8,2007,WarrantyDeed,129500,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,11.771436160121729
2677,903231190,50,RM,68,6240,BrkSide,5,4,Gable,MetalSd,MetalSd,3,3,BrkTil,4,3,1,1,1,896,4,3,0,1,2,3,4,2006,WarrantyDeed,115000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,11.652687407345388
1256,535375160,50,RL,45,7506,OldTown,5,8,Gable,VinylSd,VinylSd,3,4,PConc,3,3,1,1,1,747,3,3,0,1,2,3,5,2008,WarrantyDeed,114000,1,1,1,0,1,0,1,close,High,1.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,11.643953727376633
2484,531478010,20,RH,68,8900,SawyerW,4,4,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,1,1056,3,2,0,1,3,3,11,2006,WarrantyDeed,107000,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,11.580584113444043
1253,535352080,50,RL,80,8480,NAmes,5,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,832,3,2,0,1,3,3,10,2008,COD,118500,1,1,1,1,0,0,1,close,High,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,11.682668239557323
1337,903227080,50,RM,50,6000,BrkSide,6,7,Gable,WdShing,Wd Shng,3,3,BrkTil,3,3,1,1,1,862,3,3,1,1,3,3,7,2008,WarrantyDeed,120000,1,1,1,0,1,0,1,close,MedLow,1.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,11.695247021764184
1788,528439040,20,RL,74,8847,Somerst,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1538,5,3,0,2,3,3,12,2007,WarrantyDeed,260000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,12.468436909997665
141,535152130,20,RL,68,8050,NAmes,5,5,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,1,3,4,1143,3,3,0,1,3,3,5,2010,WarrantyDeed,136000,1,0,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,11.820410164718188
1669,527404140,20,RL,70,8294,NAmes,4,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,858,3,3,0,4,3,3,6,2007,WarrantyDeed,123000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,11.719939634354555
1366,903458110,50,RM,68,7920,IDOTRR,6,7,Gable,MetalSd,MetalSd,3,2,CBlock,3,3,1,1,1,319,3,3,0,0,0,0,3,2008,WarrantyDeed,89500,1,0,1,1,0,0,1,veryClose,MedLow,1.5_story,Single,1,Stone-age,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.401993904262946
52,528218150,20,RL,100,18494,Gilbert,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,1324,5,3,0,2,3,3,1,2010,WarrantyDeed,199500,1,0,1,0,1,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,12.203569515312056
1380,905104080,20,RL,68,7162,Sawyer,5,7,Gable,HdBoard,HdBoard,3,3,PConc,3,3,1,1,1,876,3,3,0,1,3,3,12,2008,WarrantyDeed,109900,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,11.607326140391713
919,909257050,70,RL,53,10918,Crawfor,7,9,Gambrel,MetalSd,MetalSd,4,3,BrkTil,4,3,1,1,1,1276,5,3,2,1,3,3,6,2009,WarrantyDeed,234000,1,1,1,1,0,0,1,close,MedLow,2&2.5_story,Single,1,Stone-age,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,12.363076394339839
2804,907290230,120,RM,37,4435,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,2,5,1,848,5,1,1,2,3,3,5,2006,WarrantyDeed,155900,1,1,1,1,0,0,1,close,High,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,11.956970055045868
782,905229040,50,RL,68,11250,ClearCr,4,5,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,3,1,1,1104,5,5,2,1,3,3,11,2009,WarrantyDeed,161500,1,1,1,1,0,0,1,close,Low,1.5_story,Single,0,Colonial,0,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,11.992260421644849
956,916176030,20,RL,68,14375,Timber,6,6,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,5,4,819,4,3,1,2,3,3,1,2009,COD,137500,1,0,1,0,0,1,1,close,Low,Splitlevel,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,11.831379196088763
187,902401060,190,RM,100,9045,OldTown,5,3,Gable,MetalSd,MetalSd,3,2,BrkTil,3,3,2,1,1,840,2,4,0,0,0,0,6,2010,WarrantyDeed,76500,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Stone-age,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,11.245046019814627
2074,905352180,60,RL,97,10029,ClearCr,6,5,Gable,Plywood,Plywood,4,3,PConc,4,3,1,5,1,1151,3,4,1,2,3,3,9,2007,WarrantyDeed,211000,1,0,1,0,1,0,1,close,Low,2&2.5_story,Single,0,Medieval,0,1,1,1,0,0,0,1,1,2,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,12.259613412458204
1039,527427110,120,RH,34,4060,NAmes,6,5,Gable,MetalSd,MetalSd,4,3,PConc,4,3,1,5,1,1405,5,2,0,2,3,3,8,2008,COD,181000,1,1,1,1,0,0,1,close,High,1_story,TownHouse,0,Medieval,0,1,0,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,12.106252310247962
1210,534401130,80,RL,82,9020,NAmes,6,7,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,4,4,4,1127,3,3,0,2,4,4,5,2008,WarrantyDeed,174900,1,1,1,1,0,0,1,close,High,Splitlevel,Single,1,Colonial,0,1,1,1,1,0,0,1,1,2,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,12.071969661006694
2710,905103140,80,RL,96,11777,Sawyer,5,6,Gable,VinylSd,VinylSd,3,3,CBlock,3,3,3,2,4,1164,5,3,2,2,3,3,5,2006,WarrantyDeed,164500,1,0,1,1,0,0,1,close,MedHigh,Splitlevel,Single,0,Colonial,0,1,1,1,1,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.010665849187564
44,528138060,20,RL,70,10171,NridgHt,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1517,5,3,0,2,3,3,3,2010,WarrantyDeed,214000,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,12.273731294003989
1026,527354160,60,RL,80,10400,NWAmes,7,6,Gable,HdBoard,HdBoard,3,3,CBlock,4,3,2,1,1,738,3,3,1,2,3,3,3,2008,WarrantyDeed,185000,1,1,1,1,0,0,1,close,MedLow,2&2.5_story,Single,1,Medieval,0,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,12.128111104060462
1343,903231080,50,RM,52,6240,BrkSide,4,7,Gable,MetalSd,MetalSd,3,3,PConc,3,3,1,3,1,704,5,2,0,1,3,3,8,2008,WarrantyDeed,123000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,11.719939634354555
2248,914452090,85,RL,68,12150,Mitchel,6,6,Gable,HdBoard,Wd Shng,3,3,CBlock,4,3,3,5,1,1001,3,2,1,2,3,3,1,2007,WarrantyDeed,183500,1,0,0,0,0,1,1,close,MedLow,Splitlevel,Single,0,Colonial,0,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,12.119969946476761
1849,533236040,160,FV,24,2645,Somerst,8,5,Gable,MetalSd,MetalSd,4,3,PConc,4,3,1,1,1,776,5,2,0,2,3,3,11,2007,WarrantyDeed,174000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,TownHouse,1,Medieval,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,12.066810578196666
2641,902106040,70,RM,60,9600,OldTown,7,7,Gable,Wd Sdng,Wd Sdng,3,3,BrkTil,3,4,1,2,1,728,5,3,1,2,2,3,8,2006,WarrantyDeed,178000,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,2,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,12.089538829274222
5,527105010,60,RL,74,13830,Gilbert,5,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,5,1,928,4,3,1,2,3,3,3,2010,WarrantyDeed,189900,1,0,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,12.154252896800378
878,907290180,120,RM,68,4435,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,848,5,1,0,2,3,3,6,2009,WarrantyDeed,144000,1,1,1,1,0,0,1,close,High,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,11.877568578558138
1548,910202100,30,RM,68,5890,IDOTRR,6,8,Gable,Wd Sdng,Wd Sdng,4,4,BrkTil,3,3,3,4,1,816,5,2,0,1,3,3,6,2008,WarrantyDeed,120500,1,1,1,0,1,0,1,close,MedLow,1_story,Single,1,Stone-age,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,11.699405031912846
841,907135040,20,RL,112,10859,CollgCr,5,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,1,1,1,1097,5,3,0,2,3,3,6,2009,WarrantyDeed,145000,1,1,1,0,1,0,1,close,High,1_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,11.884489021402711
1621,527126030,120,RL,41,5330,StoneBr,8,5,Gable,CemntBd,CmentBd,4,3,PConc,4,3,3,5,1,1494,5,2,0,2,3,3,8,2007,WarrantyDeed,251000,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,1,Contemporary,1,1,0,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,12.43320821811392
218,905101310,90,RL,72,10778,Sawyer,4,5,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,1,1,1768,3,4,0,0,0,0,4,2010,WarrantyDeed,136500,1,1,1,1,0,0,1,close,MedHigh,1_story,Duplex,0,Colonial,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,11.824079893607152
1504,908204160,90,RL,74,6845,Edwards,4,5,Gable,WdShing,Wd Shng,3,3,Slab,0,0,0,0,0,0,3,2,0,0,0,0,7,2008,WarrantyDeed,82500,1,1,1,1,0,0,1,close,MedHigh,1_story,Duplex,0,Colonial,0,1,1,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11.320553572322773
946,912251110,30,I (all),109,21780,IDOTRR,2,4,Gable,Wd Sdng,Wd Sdng,2,2,CBlock,0,0,0,0,0,0,3,1,0,1,3,3,3,2009,Contract,57625,0,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Stone-age,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,10.96171178029895
455,528175050,120,RL,80,10307,NridgHt,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1350,5,2,1,2,3,3,5,2009,WarrantyDeed,212500,1,0,1,1,0,0,1,close,MedHigh,1_story,TownHouse,0,Contemporary,1,1,1,1,0,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.266697267346608
2906,923203090,120,RM,32,4500,Mitchel,6,5,Hip,VinylSd,VinylSd,3,3,PConc,5,3,1,5,1,1216,5,2,0,2,3,3,5,2006,WarrantyDeed,164000,1,1,1,0,0,0,1,close,MedLow,1_story,TownHouse,0,Medieval,0,0,1,1,1,0,0,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,12.007621706806335
2878,910226060,50,RM,75,9060,IDOTRR,6,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,967,4,4,0,1,3,3,4,2006,WarrantyDeed,139000,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,11.842229212112828
1173,533217050,160,FV,24,2160,Somerst,7,5,Gable,MetalSd,MetalSd,4,3,PConc,4,3,1,3,1,600,5,2,0,2,3,3,3,2008,WarrantyDeed,160000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,TownHouse,0,Medieval,1,1,1,1,0,0,0,1,1,3,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,11.982929094215963
985,923276260,85,RL,70,7669,Mitchel,5,6,Gable,HdBoard,Wd Shng,3,3,PConc,4,3,3,5,2,828,3,2,1,2,3,3,6,2009,WarrantyDeed,149000,1,1,1,1,0,0,1,close,MedLow,Splitlevel,Single,0,Medieval,0,1,0,1,1,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,11.911701584927597
975,923225490,20,RL,62,9858,Mitchel,5,6,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,1,864,3,3,0,1,3,3,11,2009,WarrantyDeed,130000,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,11.77528972943772
202,903425110,70,RM,50,10300,OldTown,7,6,Gable,Stucco,Stucco,3,3,BrkTil,3,3,1,1,1,576,4,3,0,2,3,3,4,2010,WarrantyDeed,140000,1,0,0,1,0,0,1,veryClose,High,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,11.84939770159144
528,528480170,20,FV,65,8125,Somerst,8,5,Hip,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,1836,5,3,1,2,3,3,10,2009,New Home,264500,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,0,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,12.48559653028049
2579,535179050,20,RL,69,14850,NAmes,5,5,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,4,1,1092,3,2,1,1,3,3,5,2006,WarrantyDeed,141000,1,0,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,11.856515169360305
1841,533208040,120,FV,35,4274,Somerst,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1241,5,1,0,2,3,3,11,2007,New Home,199900,1,0,1,1,0,0,1,close,MedHigh,1_story,TownHouse,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,12.205572520488492
591,534152120,20,RL,80,9650,NWAmes,6,5,Gable,Plywood,Plywood,3,3,CBlock,4,3,1,4,1,1350,3,2,1,2,3,3,4,2009,WarrantyDeed,167900,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,12.031123843065632
1897,534425080,20,RL,68,14585,NAmes,6,6,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,3,4,1144,5,3,2,2,3,3,6,2007,WarrantyDeed,181900,1,0,1,0,0,1,1,close,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.111212364506214
70,528458110,20,FV,75,9000,Somerst,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1566,5,3,0,2,3,3,4,2010,WarrantyDeed,262500,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,12.478006361013815
590,534151120,60,RL,68,13774,NWAmes,7,7,Hip,HdBoard,HdBoard,3,4,PConc,4,3,1,5,1,908,5,4,2,2,3,3,11,2009,WarrantyDeed,230000,1,0,1,1,0,0,1,close,MedLow,2&2.5_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,1,2,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,12.345834587905333
1172,533215080,120,FV,50,5119,Somerst,9,5,Gable,MetalSd,MetalSd,4,3,PConc,5,3,3,5,1,1698,5,2,1,2,3,3,1,2008,WarrantyDeed,328900,1,0,1,0,0,1,1,close,MedHigh,1_story,TownHouse,1,Medieval,1,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,12.703509032177148
1714,528172070,20,RL,71,9254,NridgHt,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1721,5,3,0,2,3,3,1,2007,WarrantyDeed,232698,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,1,Contemporary,1,1,1,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,12.35749675449625
829,906380220,20,RL,95,10324,CollgCr,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1254,5,2,0,3,3,3,3,2009,WarrantyDeed,221800,1,0,1,0,1,0,1,close,High,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,12.309531353898404
1397,905227050,50,RL,63,8375,Sawyer,5,7,Gable,Wd Sdng,Wd Sdng,3,3,BrkTil,3,3,1,4,1,576,4,2,0,3,3,3,6,2008,WarrantyDeed,152400,1,1,1,0,1,0,1,close,MedHigh,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,11.934263922234683
877,907290090,20,RL,75,9750,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,1630,5,3,1,2,3,3,10,2009,WarrantyDeed,213000,1,1,1,1,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,12.269047444691562
2477,531376050,60,RL,74,7632,SawyerW,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,784,5,3,0,2,3,3,3,2006,WarrantyDeed,184900,1,0,1,1,0,0,1,close,MedLow,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,12.127570417375216
2871,909428110,190,RL,90,15750,Crawfor,5,5,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,2,3,1,1165,3,2,2,1,3,3,6,2006,WarrantyDeed,157000,1,1,1,0,1,0,1,close,MedLow,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,11.964001084330445
2489,532353030,20,RL,68,9240,Sawyer,5,6,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,1,864,4,2,1,2,3,3,3,2006,WarrantyDeed,144000,1,0,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,11.877568578558138
1655,527354050,20,RL,80,10400,NWAmes,6,5,Gable,MetalSd,MetalSd,3,3,CBlock,4,3,1,5,1,1259,5,2,1,2,3,3,8,2007,WarrantyDeed,192350,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,3,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,12.167071908180441
1891,534401120,20,RL,80,8800,NAmes,7,6,Hip,HdBoard,Plywood,3,3,CBlock,3,3,1,3,1,1174,5,3,1,2,3,3,10,2007,WarrantyDeed,163500,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,12.004568269319446
