Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Bedroom AbvGr,Fireplaces,Garage Cars,Garage Qual,Garage Cond,Mo Sold,Yr Sold,Sale Type,SalePrice,Street_isPaved,Lotshape_isRegular,isLandLevel,isLotInside,isLotCorner,isLotCulDSac,isSlopeNormal,proximity_to,Density,House_style,Bldg_type,isgood_overall,house_age,is_remodeled,is_roofGable,has_masonryveneer,hasgood_Exterior,hasgood_Basement,hasBasement,is_fullfurnished,has_gasFurnace,has_centralAir,total_full_baths,total_half_baths,has_1pluskitchen,has_goodkitchen,is_fullyfunctional,has_fireplace,has_detachedGarage,has_Garage,has_goodGarage,has_paveddriveway,has_pool,has_woodDeck,has_Porch,has_miscFeatures,has_goodFence,isNeigh_collgcr_oldtown,is_densityHigh
698,902105060,70,RM,90,9900,OldTown,5,8,Gable,VinylSd,VinylSd,4,3,CBlock,3,3,1,1,1,504,5,3,0,0,0,0,3,2009,WarrantyDeed,129000,1,1,1,0,1,0,1,close,High,2&2.5_story,Single,1,Stone-age,1,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1896,534425015,20,RL,68,22002,NAmes,6,7,Gable,MetalSd,MetalSd,3,4,CBlock,3,3,2,4,1,1592,4,3,1,2,3,3,7,2007,WarrantyDeed,200000,1,1,1,0,1,0,1,close,High,1_story,Single,1,Colonial,0,1,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
628,535126010,60,RL,100,13000,NAmes,6,6,Gable,VinylSd,VinylSd,3,4,CBlock,4,3,1,4,1,896,3,4,1,1,3,3,6,2009,WarrantyDeed,193500,1,1,1,0,1,0,1,close,High,2&2.5_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
1212,534403050,20,RL,75,8250,NAmes,6,7,Hip,HdBoard,HdBoard,3,3,CBlock,4,3,1,4,1,1092,5,3,0,2,3,4,7,2008,WarrantyDeed,145000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,0,0,1,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
2864,909280070,50,RL,81,8170,Crawfor,7,7,Gable,Stucco,Wd Sdng,4,4,BrkTil,3,3,1,4,1,1022,5,4,1,2,3,3,2,2006,WarrantyDeed,218000,1,0,1,1,0,0,1,close,MedLow,1.5_story,Single,1,Stone-age,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2740,905451050,20,RL,80,12048,Edwards,5,6,Gable,Wd Sdng,Wd Sdng,3,3,Slab,0,0,0,0,0,0,4,3,1,2,3,3,4,2006,WarrantyDeed,135000,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Colonial,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1
2560,534475160,20,RL,89,10858,NAmes,5,6,Gable,Wd Sdng,Plywood,3,4,CBlock,3,3,2,2,1,1444,5,2,1,1,3,3,7,2006,WarrantyDeed,146500,1,1,1,0,1,0,1,veryClose,High,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
1716,528174010,120,RL,61,7577,NridgHt,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,4,1,1362,5,2,1,2,3,3,6,2007,WarrantyDeed,194700,1,0,1,0,1,0,1,close,MedHigh,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
1130,528488140,20,FV,62,7500,Somerst,7,5,Gable,CemntBd,CmentBd,4,3,PConc,4,3,1,5,1,1218,5,2,0,2,3,3,4,2008,New Home,230348,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1
201,903234050,30,RM,51,6120,OldTown,6,5,Gable,Wd Sdng,Wd Sdng,3,3,BrkTil,2,2,1,4,1,1124,3,2,1,1,3,3,3,2010,WarrantyDeed,109500,1,1,1,1,0,0,1,veryClose,High,1_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
2886,913350030,20,RL,69,23580,Mitchel,6,6,Gable,Plywood,Plywood,3,3,CBlock,4,3,4,5,1,1625,3,3,1,2,3,3,9,2006,WarrantyDeed,242500,1,0,1,1,0,0,0,close,MedLow,1_story,Single,0,Colonial,0,1,0,1,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0
2328,527190050,160,RL,44,5306,StoneBr,7,7,Gable,HdBoard,HdBoard,4,4,PConc,4,4,1,5,4,1064,4,2,1,2,4,3,6,2006,WarrantyDeed,239000,1,0,1,1,0,0,1,close,Low,2&2.5_story,TownHouse,1,Medieval,0,1,0,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
2583,535301150,20,RL,70,8092,NAmes,6,8,Hip,Wd Sdng,Wd Sdng,3,4,CBlock,3,3,1,4,1,1050,5,3,0,1,3,3,6,2006,WarrantyDeed,156000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,1,0,1,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
1206,534277060,20,RL,77,8593,NAmes,4,6,Hip,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,907,5,3,0,1,3,3,7,2008,WarrantyDeed,109008,1,0,1,1,0,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
2242,910206010,50,RM,64,11067,IDOTRR,2,4,Gable,MetalSd,MetalSd,3,3,BrkTil,0,0,0,0,0,0,5,1,0,1,3,2,3,2007,WarrantyDeed,68104,1,1,1,0,1,0,1,close,MedLow,1.5_story,Single,0,Stone-age,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1105,528363020,60,RL,68,11929,NoRidge,8,7,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,1,1,1242,5,4,1,3,3,3,6,2008,WarrantyDeed,290000,1,0,1,0,0,1,1,close,Low,2&2.5_story,Single,1,Medieval,0,1,1,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
121,534401110,20,RL,90,9900,NAmes,5,5,Hip,HdBoard,HdBoard,3,3,PConc,4,3,1,3,1,1209,4,3,0,2,3,3,4,2010,Contract,159000,1,1,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1
1223,534453140,70,RL,50,4882,BrkSide,4,7,Gable,MetalSd,MetalSd,3,3,PConc,3,3,1,4,1,348,3,2,0,1,2,3,9,2008,WarrantyDeed,87000,1,0,0,1,0,0,0,veryClose,MedLow,2&2.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
265,907252120,20,RL,68,11423,CollgCr,8,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1581,5,3,1,2,3,3,5,2010,WarrantyDeed,272000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
2813,907414040,20,RL,65,8772,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,2,5,1,1336,5,3,0,2,3,3,9,2006,New Home,198000,1,1,1,0,0,0,1,close,High,1_story,Single,0,Contemporary,1,1,0,1,1,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1294,902109120,50,RM,63,7628,OldTown,4,6,Gable,MetalSd,MetalSd,3,4,BrkTil,3,3,1,1,1,801,4,2,0,2,3,3,5,2008,WarrantyDeed,119164,1,1,1,1,0,0,1,close,High,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1
2745,905477010,20,RL,77,8335,Edwards,5,5,Gable,Wd Sdng,Wd Sdng,3,3,Slab,0,0,0,0,0,0,4,3,1,0,0,0,4,2006,WarrantyDeed,93000,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1094,528280180,60,RL,71,8220,Gilbert,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,982,5,3,1,2,3,3,7,2008,WarrantyDeed,226750,1,0,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1
651,535353140,190,RL,107,10615,OldTown,3,5,Gable,HdBoard,HdBoard,3,3,CBlock,2,3,2,3,1,978,3,3,0,2,2,2,8,2009,WarrantyDeed,95000,1,0,0,0,1,0,0,veryClose,High,2&2.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
198,903228150,50,RM,50,6000,BrkSide,6,7,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,4,1,780,3,3,0,1,3,3,3,2010,WarrantyDeed,139900,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
131,534451150,30,RL,55,5350,BrkSide,3,2,Gable,Wd Sdng,Plywood,3,1,CBlock,3,3,1,1,1,728,5,3,0,0,0,0,5,2010,WarrantyDeed,76500,1,0,1,1,0,0,1,close,MedLow,1_story,Single,0,Stone-age,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
1258,535380110,30,RL,60,5400,OldTown,4,7,Gambrel,VinylSd,VinylSd,4,3,PConc,3,3,1,1,1,672,4,2,0,1,3,3,7,2008,WarrantyDeed,86900,1,1,1,0,1,0,1,close,High,1_story,Single,0,Stone-age,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1
1599,923227030,20,RL,68,17979,Mitchel,5,6,Gable,Plywood,Plywood,3,4,CBlock,3,3,1,4,1,1113,5,3,0,1,3,3,2,2008,WarrantyDeed,152500,1,0,1,0,1,0,1,close,MedLow,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
1508,908250090,20,RL,68,9520,Edwards,4,5,Gable,MetalSd,MetalSd,3,3,CBlock,4,3,1,4,1,911,3,2,0,1,3,3,5,2008,WarrantyDeed,99000,1,1,0,1,0,0,0,close,MedHigh,1_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1
615,534450150,30,RL,50,5330,BrkSide,4,7,Hip,VinylSd,VinylSd,2,3,CBlock,3,3,1,2,1,420,4,2,0,0,0,0,12,2009,WarrantyDeed,82500,1,1,0,1,0,0,1,close,MedLow,1_story,Single,0,Stone-age,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1815,531451030,120,RL,50,8012,SawyerW,6,5,Gable,Plywood,ImStucc,4,3,PConc,4,3,1,5,1,1575,4,2,0,2,3,3,7,2007,WarrantyDeed,179200,1,1,1,1,0,0,1,close,MedLow,1_story,TownHouse,0,Medieval,0,1,0,1,0,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
2712,905105010,20,RL,75,9000,Sawyer,5,6,Gable,Plywood,Plywood,3,3,CBlock,3,3,1,4,1,1059,4,3,0,1,3,3,6,2006,WarrantyDeed,142500,1,1,1,0,1,0,1,close,MedHigh,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1
2051,905101070,20,RL,62,14299,Sawyer,4,3,Gable,HdBoard,HdBoard,3,3,CBlock,3,3,1,4,2,1005,3,3,0,2,3,3,7,2007,WarrantyDeed,115400,1,1,1,1,0,0,1,veryClose,MedHigh,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
1863,534104090,60,FV,68,7050,Somerst,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,5,1,1057,5,3,1,2,3,3,5,2007,WarrantyDeed,226000,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,3,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1
2510,533212130,160,FV,30,3180,Somerst,7,5,Gable,MetalSd,MetalSd,4,3,PConc,4,3,1,1,1,600,5,2,0,2,3,3,4,2006,WarrantyDeed,144152,1,1,1,1,0,0,1,close,MedHigh,2&2.5_story,TownHouse,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
1069,528178090,60,RL,112,16451,NridgHt,8,5,Gable,VinylSd,VinylSd,4,3,PConc,5,3,4,1,1,1765,5,4,1,3,3,3,7,2008,WarrantyDeed,370000,1,0,1,0,1,0,1,close,MedHigh,2&2.5_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
336,923276030,20,RL,76,12887,Mitchel,5,7,Gable,VinylSd,VinylSd,3,3,CBlock,4,3,2,4,5,833,3,2,0,2,3,3,4,2010,WarrantyDeed,149900,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Medieval,0,1,0,1,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
2417,528221100,60,RL,105,15578,Gilbert,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,728,4,3,0,2,3,3,5,2006,New Home,172785,1,0,1,0,1,0,1,close,MedHigh,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
1962,535451110,20,RL,60,7200,NAmes,5,8,Gable,VinylSd,VinylSd,3,3,CBlock,3,3,1,4,3,864,4,3,0,2,3,3,7,2007,WarrantyDeed,129000,1,1,1,1,0,0,1,close,High,1_story,Single,1,Colonial,1,1,0,1,0,0,0,1,1,2,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1
372,527302175,20,RL,48,17043,NWAmes,6,5,Gable,HdBoard,HdBoard,3,4,CBlock,4,2,1,1,1,1362,3,3,1,2,3,3,1,2009,WarrantyDeed,181000,1,0,1,0,0,1,1,close,MedLow,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
2578,535178100,80,RL,125,10000,NAmes,5,6,Hip,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,3,3,4,1058,5,3,1,1,3,3,2,2006,WarrantyDeed,148000,1,1,1,0,1,0,1,close,High,Splitlevel,Single,0,Colonial,0,0,1,1,1,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1
2824,908130020,20,RL,75,8050,Edwards,6,5,Gable,VinylSd,VinylSd,3,3,PConc,4,3,3,5,4,914,5,2,0,0,0,0,4,2006,WarrantyDeed,117250,1,1,1,1,0,0,1,close,MedHigh,1_story,Single,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
471,528228435,120,RL,43,3182,Blmngtn,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,3,5,1,1373,5,2,1,2,3,3,5,2009,WarrantyDeed,192500,1,1,1,1,0,0,1,close,Low,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1544,909451150,160,RM,24,1950,Blueste,6,6,Gable,MetalSd,MetalSd,3,4,CBlock,4,3,1,2,5,716,3,3,1,2,3,3,7,2008,COD,151000,1,1,1,1,0,0,1,close,veryLow,2&2.5_story,TownHouse,0,Medieval,0,1,0,1,0,0,0,1,1,3,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0
2141,907203060,20,RL,70,7700,CollgCr,5,5,Gable,VinylSd,VinylSd,3,3,CBlock,3,3,1,2,4,882,3,3,0,2,3,3,3,2007,WarrantyDeed,112500,1,1,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1
2008,903205085,30,RL,98,8731,BrkSide,5,5,Gable,Stucco,Stucco,3,2,BrkTil,3,3,1,3,1,915,3,3,1,2,3,3,5,2007,WarrantyDeed,144000,1,0,1,1,0,0,1,close,MedLow,1_story,Single,0,Stone-age,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
1075,528186130,120,RL,89,8232,NridgHt,9,5,Hip,MetalSd,MetalSd,5,3,PConc,5,3,1,5,1,1800,5,2,1,3,3,3,6,2008,New Home,370967,1,0,1,1,0,0,1,close,MedHigh,1_story,TownHouse,1,Contemporary,1,0,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
34,527453130,160,RL,24,2280,NPkVill,6,6,Gable,Plywood,Brk Cmn,3,3,CBlock,3,3,1,4,1,855,3,3,1,2,3,3,6,2010,WarrantyDeed,149900,1,1,1,0,0,0,1,close,veryLow,2&2.5_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
847,907192030,60,RL,68,8935,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,831,5,3,0,2,3,3,7,2009,WarrantyDeed,195000,1,0,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1629,527165100,80,RL,68,9125,Gilbert,7,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,1,1,384,4,3,1,2,3,3,7,2007,WarrantyDeed,163900,1,0,1,1,0,0,1,close,MedHigh,Splitlevel,Single,0,Medieval,0,1,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
2073,905352010,20,RL,68,11075,ClearCr,6,5,Hip,Wd Sdng,Wd Sdng,3,3,PConc,4,3,1,3,2,1190,5,3,1,2,3,3,2,2007,WarrantyDeed,182000,1,1,1,0,1,0,1,close,Low,1_story,Single,0,Medieval,0,0,1,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0
960,916382100,20,RL,113,13438,Timber,9,5,Gable,CemntBd,CmentBd,5,3,CBlock,5,3,4,5,1,2190,5,3,1,3,3,3,7,2009,WarrantyDeed,410000,1,0,0,0,1,0,1,close,Low,1_story,Single,1,Contemporary,1,1,1,1,1,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
955,914476430,20,RL,82,11070,Mitchel,5,5,Gable,HdBoard,HdBoard,3,3,PConc,4,3,1,3,1,1582,3,2,0,2,3,3,4,2009,COD,152000,1,1,1,1,0,0,1,close,MedLow,1_story,Single,0,Medieval,0,1,0,1,0,0,0,1,1,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
2476,531376030,60,RL,65,7800,SawyerW,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,891,5,3,0,2,3,3,4,2006,WarrantyDeed,184000,1,1,1,1,0,0,1,close,MedLow,2&2.5_story,Single,0,Contemporary,1,1,1,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
1590,923202015,90,RM,78,7060,Mitchel,7,5,Gable,VinylSd,VinylSd,3,4,PConc,4,4,4,5,1,1344,5,2,0,4,3,3,11,2008,WarrantyDeed,206300,1,1,1,1,0,0,1,close,MedLow,Splitlevel,Duplex,0,Medieval,0,1,1,1,1,0,0,1,1,4,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2913,923226150,90,RL,68,11836,Mitchel,5,5,Gable,Plywood,Plywood,3,3,CBlock,3,3,1,3,1,1652,3,4,0,3,3,3,3,2006,WarrantyDeed,146500,1,0,1,0,1,0,1,close,MedLow,1_story,Duplex,0,Colonial,0,1,0,1,0,0,0,1,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
149,535180130,50,RL,60,8382,NAmes,4,5,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,832,3,3,0,1,3,3,2,2010,WarrantyDeed,108000,1,1,1,1,0,0,1,close,High,1.5_story,Single,0,Colonial,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
2525,534126060,80,RL,102,10192,NWAmes,7,6,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,1,1,570,4,4,1,2,3,3,9,2006,WarrantyDeed,170000,1,0,1,1,0,0,1,close,MedLow,Splitlevel,Single,1,Colonial,0,1,1,1,0,0,0,1,1,3,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0
1470,907290250,120,RM,68,4426,CollgCr,6,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,2,5,1,848,5,1,0,2,3,3,2,2008,WarrantyDeed,145000,1,1,1,1,0,0,1,close,High,1_story,TownHouse,0,Contemporary,1,1,1,1,1,0,0,1,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
412,527453140,120,RL,24,2280,NPkVill,7,5,Gable,Plywood,Brk Cmn,3,3,CBlock,4,3,1,4,2,1057,3,2,1,2,3,3,8,2009,WarrantyDeed,123000,1,1,1,0,0,0,1,close,veryLow,1_story,TownHouse,0,Colonial,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0
1399,905351089,120,RL,68,2887,ClearCr,6,5,Gable,Wd Sdng,Wd Sdng,3,3,PConc,4,3,2,5,1,1291,5,2,1,2,3,3,11,2008,WarrantyDeed,173000,1,1,0,1,0,0,1,close,Low,1_story,Single,0,Medieval,0,1,0,1,1,0,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
183,902207140,30,RM,60,8520,OldTown,6,8,Gable,VinylSd,VinylSd,3,4,BrkTil,3,3,1,1,1,624,4,2,0,2,3,3,5,2010,WarrantyDeed,105900,1,1,1,1,0,0,1,close,High,1_story,Single,1,Stone-age,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1
974,923225360,180,RM,21,1596,MeadowV,4,5,Gable,CemntBd,CmentBd,3,3,CBlock,4,3,4,5,1,462,3,2,0,1,3,3,11,2009,WarrantyDeed,91000,1,1,1,1,0,0,1,close,Low,Splitlevel,TownHouse,0,Colonial,0,1,0,1,1,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0
930,909426090,50,RL,78,15600,Crawfor,5,7,Gable,BrkComm,Brk Cmn,3,3,BrkTil,3,3,1,3,4,1067,2,3,1,1,3,3,10,2009,WarrantyDeed,158000,1,1,0,1,0,0,1,close,MedLow,1.5_story,Single,0,Stone-age,1,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
881,907412020,60,RL,65,9313,CollgCr,7,5,Gable,VinylSd,VinylSd,4,3,PConc,4,3,1,1,1,864,5,3,0,2,3,3,4,2009,WarrantyDeed,190000,1,0,1,1,0,0,1,close,High,2&2.5_story,Single,0,Contemporary,1,1,0,1,0,0,0,1,1,2,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
1180,533250110,120,RL,22,11064,Veenker,8,5,Hip,BrkFace,BrkFace,4,3,PConc,4,3,4,2,5,1230,5,1,1,2,3,3,8,2008,WarrantyDeed,217500,1,0,1,0,0,1,1,close,veryLow,1_story,TownHouse,1,Medieval,0,0,0,1,1,0,0,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1553,910226040,50,RM,75,9000,IDOTRR,5,5,Gable,WdShing,Wd Shng,3,3,CBlock,3,3,1,4,1,1151,4,4,0,1,3,3,1,2008,WarrantyDeed,165500,1,1,1,1,0,0,1,close,MedLow,1.5_story,Single,0,Colonial,0,1,1,1,0,0,0,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
928,909425060,70,RL,75,12000,Crawfor,7,7,Gable,MetalSd,MetalSd,3,3,CBlock,3,3,1,4,1,704,5,3,1,1,3,3,7,2009,WarrantyDeed,174500,1,1,0,1,0,0,1,close,MedLow,2&2.5_story,Single,1,Stone-age,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1512,908276140,80,RL,62,7692,Edwards,4,6,Gable,Wd Sdng,Wd Sdng,3,3,CBlock,5,3,3,1,1,416,4,3,0,1,3,3,11,2008,WarrantyDeed,100000,1,1,0,1,0,0,0,close,MedHigh,Splitlevel,Single,0,Colonial,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
3,526351010,20,RL,81,14267,NAmes,6,6,Hip,Wd Sdng,Wd Sdng,3,3,CBlock,3,3,1,4,1,1329,3,3,0,1,3,3,6,2010,WarrantyDeed,172000,1,0,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1
2140,907202220,20,RL,75,9675,CollgCr,5,6,Hip,HdBoard,HdBoard,3,3,CBlock,3,3,1,3,4,864,3,3,0,2,3,3,9,2007,Contract,120000,1,1,1,0,1,0,1,close,High,1_story,Single,0,Colonial,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
553,531477020,20,RH,60,8400,SawyerW,4,4,Gable,Wd Sdng,AsbShng,2,2,CBlock,3,2,1,1,1,721,4,2,0,1,3,3,9,2009,WarrantyDeed,82000,1,1,1,1,0,0,1,veryClose,MedLow,1_story,Single,0,Colonial,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
2594,535354130,50,RL,50,7500,NAmes,6,6,Gable,VinylSd,VinylSd,3,3,CBlock,3,3,1,1,1,784,5,3,0,2,3,3,10,2006,WarrantyDeed,127000,1,1,1,1,0,0,1,close,High,1.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
1314,902305080,75,RM,60,9600,OldTown,6,5,Gable,AsbShng,AsbShng,3,3,BrkTil,4,3,1,4,1,735,2,3,1,2,2,2,4,2008,WarrantyDeed,129500,1,1,1,1,0,0,1,close,High,2&2.5_story,Single,0,Stone-age,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
